`fused_weight_gradient_mlp_cuda` module not found. gradient accumulation fusion with weight gradient computation disabled.
Loaded checkpoint: ./checkpoints/DeepCrack_CT260_FT1/checkpoints/DeepCrack_CT260_FT1_epoch(48)_0000005_2023-04-04-23-35-31.pth
testing accuracy: 0.07192935794591904
testing accuracy: 0.05146509036421776
testing accuracy: 0.08326437324285507
testing accuracy: 0.09929637610912323
testing accuracy: 0.09957893937826157
testing accuracy: 0.09160588681697845
testing accuracy: 0.06062982231378555
testing accuracy: 0.11086206883192062
testing accuracy: 0.07099080085754395
testing accuracy: 0.09031655639410019
testing accuracy: 0.09742828458547592
testing accuracy: 0.08037572354078293
testing accuracy: 0.10119888931512833
testing accuracy: 0.06808644533157349
testing accuracy: 0.06705907732248306
testing accuracy: 0.05209139734506607
testing accuracy: 0.0798841193318367
testing accuracy: 0.12679891288280487
testing accuracy: 0.0828549861907959
testing accuracy: 0.0846429094672203
testing accuracy: 0.056242428719997406
testing accuracy: 0.061631809920072556
testing accuracy: 0.08714047819375992
testing accuracy: 0.09033190459012985
testing accuracy: 0.059112902730703354
testing accuracy: 0.05004485696554184
testing accuracy: 0.05347013100981712
testing accuracy: 0.09427837282419205
testing accuracy: 0.0575140081346035
testing accuracy: 0.07174663990736008
testing accuracy: 0.08812632411718369
testing accuracy: 0.03525521233677864
testing accuracy: 0.05904153361916542
testing accuracy: 0.06100817024707794
testing accuracy: 0.0601838193833828
testing accuracy: 0.03571431711316109
testing accuracy: 0.031137030571699142
testing accuracy: 0.05032866448163986
testing accuracy: 0.04692109674215317
testing accuracy: 0.12048037350177765
testing accuracy: 0.10749834030866623
testing accuracy: 0.18711259961128235
testing accuracy: 0.2019241601228714
testing accuracy: 0.031607985496520996
testing accuracy: 0.04306578263640404
testing accuracy: 0.06784117966890335
testing accuracy: 0.0707959458231926
testing accuracy: 0.06591638922691345
testing accuracy: 0.04949496313929558
testing accuracy: 0.08954204618930817
testing accuracy: 0.0745735615491867
testing accuracy: 0.09741992503404617
testing accuracy: 0.11980302631855011
testing accuracy: 0.1482890546321869
testing accuracy: 0.07203434407711029
testing accuracy: 0.13655583560466766
testing accuracy: 0.15844689309597015
testing accuracy: 0.06941763311624527
testing accuracy: 0.06343667954206467
testing accuracy: 0.07519429922103882
testing accuracy: 0.09731687605381012
testing accuracy: 0.09310285747051239
testing accuracy: 0.055056165903806686
testing accuracy: 0.06700166314840317
testing accuracy: 0.043473292142152786
testing accuracy: 0.04969818890094757
testing accuracy: 0.07856553047895432
testing accuracy: 0.08689244091510773
testing accuracy: 0.046646300703287125
testing accuracy: 0.07527922093868256
testing accuracy: 0.06597837805747986
testing accuracy: 0.09118496626615524
testing accuracy: 0.11591655015945435
testing accuracy: 0.09529180079698563
testing accuracy: 0.10387710481882095
testing accuracy: 0.09404177218675613
testing accuracy: 0.10067856311798096
testing accuracy: 0.08604344725608826
testing accuracy: 0.07087838649749756
testing accuracy: 0.05455994978547096
testing accuracy: 0.09757908433675766
testing accuracy: 0.08541540801525116
testing accuracy: 0.08491681516170502
testing accuracy: 0.11258935928344727
testing accuracy: 0.1111144945025444
testing accuracy: 0.06435797363519669
testing accuracy: 0.03024143911898136
testing accuracy: 0.06041295453906059
testing accuracy: 0.040566250681877136
testing accuracy: 0.036386001855134964
testing accuracy: 0.05965900048613548
testing accuracy: 0.05450628697872162
testing accuracy: 0.03836735710501671
testing accuracy: 0.06381642818450928
testing accuracy: 0.07883603125810623
testing accuracy: 0.04083328694105148
testing accuracy: 0.02996649220585823
testing accuracy: 0.03371887654066086
testing accuracy: 0.04510623961687088
testing accuracy: 0.08837230503559113
testing accuracy: 0.1361854374408722
testing accuracy: 0.08666550368070602
testing accuracy: 0.08724842220544815
testing accuracy: 0.06284233182668686
testing accuracy: 0.10112490504980087
testing accuracy: 0.07523994892835617
testing accuracy: 0.06514833122491837
testing accuracy: 0.1370517611503601
testing accuracy: 0.09137817472219467
testing accuracy: 0.0977424830198288
testing accuracy: 0.14800284802913666
testing accuracy: 0.04062708467245102
testing accuracy: 0.07267561554908752
testing accuracy: 0.16712439060211182
testing accuracy: 0.13152819871902466
testing accuracy: 0.11149167269468307
testing accuracy: 0.089933380484581
testing accuracy: 0.08384092152118683
testing accuracy: 0.06029205396771431
testing accuracy: 0.08671130985021591
testing accuracy: 0.09714138507843018
testing accuracy: 0.0718805119395256
testing accuracy: 0.05896109715104103
testing accuracy: 0.06270651519298553
testing accuracy: 0.07385318726301193
testing accuracy: 0.05212664231657982
testing accuracy: 0.04540373012423515
testing accuracy: 0.060292214155197144
testing accuracy: 0.04451032727956772
testing accuracy: 0.05453701317310333
testing accuracy: 0.06095593050122261
testing accuracy: 0.04626721516251564
testing accuracy: 0.05875793844461441
testing accuracy: 0.07460898160934448
testing accuracy: 0.05982273072004318
testing accuracy: 0.03778427839279175
testing accuracy: 0.06945312768220901
testing accuracy: 0.05117427557706833
testing accuracy: 0.0557795912027359
testing accuracy: 0.06481049954891205
testing accuracy: 0.043880365788936615
testing accuracy: 0.043008387088775635
testing accuracy: 0.048661790788173676
testing accuracy: 0.060120590031147
testing accuracy: 0.05573085695505142
testing accuracy: 0.05739915370941162
testing accuracy: 0.05677879601716995
testing accuracy: 0.055388227105140686
testing accuracy: 0.059468794614076614
testing accuracy: 0.04778134077787399
testing accuracy: 0.04583031311631203
testing accuracy: 0.07533442229032516
testing accuracy: 0.04103275015950203
testing accuracy: 0.057441722601652145
testing accuracy: 0.05280188098549843
testing accuracy: 0.06286919116973877
testing accuracy: 0.05943301320075989
testing accuracy: 0.04860089346766472
testing accuracy: 0.05460043251514435
testing accuracy: 0.06738904118537903
testing accuracy: 0.06794562190771103
testing accuracy: 0.04724704846739769
testing accuracy: 0.0505133718252182
testing accuracy: 0.06306912750005722
testing accuracy: 0.05207705870270729
testing accuracy: 0.05352405831217766
testing accuracy: 0.06323360651731491
testing accuracy: 0.03410016745328903
testing accuracy: 0.0633344054222107
testing accuracy: 0.053534720093011856
testing accuracy: 0.05396570265293121
testing accuracy: 0.05687190219759941
testing accuracy: 0.0602734349668026
testing accuracy: 0.05313093215227127
testing accuracy: 0.06382690370082855
testing accuracy: 0.06484183669090271
testing accuracy: 0.04503919184207916
testing accuracy: 0.041686370968818665
testing accuracy: 0.038043878972530365
testing accuracy: 0.05074170604348183
testing accuracy: 0.05446283146739006
testing accuracy: 0.04965763911604881
testing accuracy: 0.06720058619976044
testing accuracy: 0.08037730306386948
testing accuracy: 0.05797191336750984
testing accuracy: 0.07522870600223541
testing accuracy: 0.05501178652048111
testing accuracy: 0.07568535953760147
testing accuracy: 0.050216514617204666
testing accuracy: 0.05250106379389763
testing accuracy: 0.05167011544108391
testing accuracy: 0.07341152429580688
testing accuracy: 0.06499773263931274
